drug_a,drug_b,cell_line,synergy
Sapitinib,Alpelisib,HCC1937,0
Olaparib,SB216763,NCI-H508,0
Olaparib,Vorinostat,HCC1187,0
Camptothecin,Trametinib,HCC2998,0
Lapatinib,Temozolomide,EVSA-T,0
Crizotinib,Trametinib,KM12,0
Pictilisib,PF-4708671,CAL-85-1,0
Crizotinib,Wee1 Inhibitor,DU-4475,0
Temozolomide,Wee1 Inhibitor,MRK-nu-1,0
Sapitinib,Tozasertib,HCC70,0
AZD4547,LGK974,SNU-C5,0
Navitoclax,Bortezomib,CAMA-1,0
Bortezomib,Alpelisib,BT-549,0
AZD4547,Olaparib,RKO,0
LGK974,SB505124,SNU-1040,0
Taselisib,Olaparib,EFM-192A,0
Dabrafenib,Camptothecin,SNU-1040,0
Lapatinib,BI-2536,MCF7,0
Sapitinib,OSI-027,AU565,0
Temozolomide,JQ1,MDA-MB-453,0
Pictilisib,NU7441,BT-483,0
Crizotinib,PD173074,DU-4475,1
Bortezomib,PD173074,HCC1395,0
Navitoclax,Camptothecin,HCC1395,0
Trametinib,Venetoclax,MCF7,0
Sapitinib,Vorinostat,HCC1419,0
Crizotinib,LGK974,COLO-320-HSR,0
AZD7762,Pictilisib,HCC1395,0
Trametinib,PF-4708671,MDA-MB-361,0
AZD7762,KU-55933,CAMA-1,0
MK-1775,BI-2536,DU-4475,0
Navitoclax,Sapitinib,CCK-81,1
Sapitinib,Uprosertib,HCC1187,0
Trametinib,AZD6482,BT-20,0
MK-1775,Palbociclib,LoVo,0
Taselisib,LGK974,KM12,0
Taselisib,Pictilisib,UACC-812,0
Crizotinib,AZD4547,LS-411N,0
Dabrafenib,SB505124,SNU-407,0
Camptothecin,Trametinib,NCI-H508,0
Sapitinib,Ribociclib,HCC1500,0
SB216763,Palbociclib,CCK-81,0
Bortezomib,Venetoclax,MDA-MB-231,0
OSI-027,Pictilisib,HCC1599,0
Sapitinib,Docetaxel,MDA-MB-157,0
Trametinib,Lapatinib,ZR-75-30,0
Palbociclib,Sapitinib,CL-11,0
LGK974,Dasatinib,BxPC-3,0
Temozolomide,Taselisib,UACC-893,0
Sapitinib,Docetaxel,EFM-192A,0
SB505124,Dabrafenib,SNU-1040,0
MK-1775,Tozasertib,Hs-578-T,0
Navitoclax,SB216763,HCC2998,1
Sorafenib,Dactolisib,SUIT-2,0
Afatinib,BMS-754807,HCC2998,1
Taselisib,Docetaxel,HCC1395,0
Taselisib,Palbociclib,HT-29,0
PD173074,Afatinib,T47D,0
Erlotinib,Taselisib,BxPC-3,0
Taselisib,Camptothecin,HCC70,0
Pictilisib,Wee1 Inhibitor,MDA-MB-436,0
Lapatinib,OSI-027,KP-2,0
AZD7762,LGK974,HT-115,0
Galunisertib,Lapatinib,Hs-766T,0
Bortezomib,SB216763,OCUB-M,0
Afatinib,Olaparib,SW1116,0
MK-1775,Alisertib,BT-474,0
Temozolomide,Sapitinib,EVSA-T,0
SB216763,Taselisib,RKO,0
AZD8055,Palbociclib,HCC2998,0
PD173074,Crizotinib,HCC2157,0
OSI-027,NU7441,MFM-223,0
Docetaxel,ZM447439,HCC2157,0
Lapatinib,Palbociclib,KP-3,0
Crizotinib,Uprosertib,EVSA-T,0
MK-1775,Lapatinib,DAN-G,0
Crizotinib,Paclitaxel,HCC1954,0
Pictilisib,PF-4708671,CAL-120,0
AZD7762,Temozolomide,UACC-812,0
Vorinostat,Palbociclib,DU-4475,0
Palbociclib,PD173074,DU-4475,0
AZD7762,Dactolisib,KP-2,0
Vorinostat,Tozasertib,HCC70,0
Camptothecin,Navitoclax,SNU-1040,0
MK-1775,Doramapimod,HCC1187,0
Olaparib,Taselisib,HPAC,0
Navitoclax,BI-2536,HCC1806,1
OSI-027,Camptothecin,MDA-MB-453,0
Sapitinib,Venetoclax,T47D,0
Navitoclax,AZD7762,HCC1599,0
Sapitinib,Alpelisib,HCC1599,0
Taselisib,Alisertib,HDQ-P1,0
Pictilisib,Paclitaxel,MDA-MB-468,0
SB216763,Crizotinib,LS-123,0
AZD4547,Navitoclax,HT55,0
Trametinib,MK-1775,PANC-04-03,0
PD173074,Docetaxel,CAL-85-1,0
LGK974,Sorafenib,KP-1N,0
Olaparib,Bortezomib,HCC2157,0
Docetaxel,Venetoclax,HCC1143,0
Camptothecin,Afatinib,SW837,0
AZD7762,SB216763,SW837,0
Crizotinib,Trametinib,KP-3,0
Temozolomide,KU-55933,HCC38,0
Navitoclax,Camptothecin,HT-115,0
Palbociclib,Irinotecan,SU8686,0
Camptothecin,BMS-754807,CaR-1,0
Trametinib,Palbociclib,PA-TU-8902,0
Vorinostat,Palbociclib,MRK-nu-1,0
Afatinib,Trametinib,SNU-1040,0
OSI-027,PD173074,DU-4475,0
AZD8055,Dabrafenib,SW1116,0
Crizotinib,Sorafenib,JIMT-1,0
Crizotinib,PD173074,CAL-120,0
Bortezomib,Venetoclax,CAMA-1,0
OSI-027,Pictilisib,ZR-75-1,0
Vorinostat,KU-55933,MDA-MB-468,0
AZD4547,Afatinib,RCM-1,0
Crizotinib,Galunisertib,PANC-03-27,0
Navitoclax,NU7441,ZR-75-1,0
Camptothecin,AZD4547,NCI-H508,0
AZD7762,Taselisib,CAL-148,0
Navitoclax,AZD8055,MDA-MB-157,0
Afatinib,Crizotinib,CL-11,0
Trametinib,Uprosertib,HCC1937,0
Taselisib,Trametinib,SNU-175,0
OSI-027,AZD6482,MDA-MB-453,0
Navitoclax,Sapitinib,HT-29,0
Palbociclib,SB216763,MDA-MB-453,0
Paclitaxel,Galunisertib,BxPC-3,0
Temozolomide,NU7441,MDA-MB-157,0
Pictilisib,Sorafenib,HCC1500,0
Galunisertib,Dasatinib,MZ1-PC,0
Temozolomide,Uprosertib,HCC2157,0
Navitoclax,Palbociclib,PANC-02-03,0
Taselisib,LGK974,SW1417,0
Pictilisib,Navitoclax,ZR-75-1,0
Vorinostat,Dabrafenib,HCC70,0
Bortezomib,PF-4708671,HCC1395,0
Taselisib,Navitoclax,LS-411N,0
Lapatinib,Paclitaxel,MDA-MB-330,0
Lapatinib,Irinotecan,PA-TU-8902,0
Olaparib,AZD7762,HCC1419,0
MK-1775,Navitoclax,YAPC,0
Docetaxel,AZD6482,CAL-51,0
AZD4547,Navitoclax,DiFi,0
MK-1775,Uprosertib,Hs-578-T,0
Galunisertib,Erlotinib,Hs-766T,0
Crizotinib,Alpelisib,BT-20,0
Navitoclax,Galunisertib,DAN-G,0
Camptothecin,Palbociclib,LS-513,0
Trametinib,PF-4708671,COLO-824,0
Pictilisib,Alisertib,ZR-75-1,0
Taselisib,Afatinib,MDA-MB-157,0
Lapatinib,MK-1775,SW1990,1
Dabrafenib,BMS-754807,SNU-C2B,0
MK-1775,Crizotinib,BT-549,0
Taselisib,Dactolisib,PANC-04-03,0
Navitoclax,Camptothecin,MDA-MB-415,1
Olaparib,Docetaxel,BT-549,0
OSI-027,Irinotecan,DAN-G,0
MK-1775,AZD7762,GP5d,0
Navitoclax,Trametinib,EVSA-T,0
Lapatinib,Olaparib,KP-1N,0
Temozolomide,Dabrafenib,EFM-19,0
Vorinostat,SB216763,MDA-MB-468,0
Sapitinib,Palbociclib,NCI-H508,0
MK-1775,JQ1,MDA-MB-453,0
Crizotinib,Taselisib,T84,0
PD173074,Palbociclib,HCC202,0
BMS-754807,Palbociclib,LoVo,0
Temozolomide,Camptothecin,HCC1428,0
SB505124,BMS-754807,LoVo,0
Pictilisib,Taselisib,ZR-75-1,0
Docetaxel,Venetoclax,COLO-824,0
SB505124,Sapitinib,SW948,0
Lapatinib,OSI-027,BT-20,1
OSI-027,Afatinib,CAMA-1,0
Crizotinib,Alisertib,CAL-51,0
Crizotinib,Olaparib,SNU-C1,0
Erlotinib,LGK974,PANC-08-13,0
Taselisib,Camptothecin,NCI-H716,0
Palbociclib,Sorafenib,DAN-G,0
Docetaxel,Nilotinib,EVSA-T,0
Sapitinib,Navitoclax,ZR-75-30,1
Trametinib,Navitoclax,SW1463,1
Crizotinib,Trametinib,SNU-1040,0
Pictilisib,RO-3306,EFM-192A,0
PD173074,Alisertib,CAL-120,0
Navitoclax,Trametinib,HCC2218,0
Trametinib,Alisertib,HCC1954,0
Temozolomide,RO-3306,HCC1806,0
LGK974,Afatinib,SNU-C5,0
Sapitinib,Ribociclib,CAL-120,0
Lapatinib,JQ1,HCC1428,0
Lapatinib,Alpelisib,Hs-578-T,0
Palbociclib,Tozasertib,HDQ-P1,0
Olaparib,AZD4547,SK-CO-1,0
OSI-027,AZD7762,HCC1419,0
Docetaxel,JQ1,OCUB-M,0
Dasatinib,Sorafenib,MIA-PaCa-2,0
Olaparib,JQ1,CAL-148,0
Navitoclax,AZD8055,DU-4475,1
PD173074,Pictilisib,BT-474,0
MK-1775,NU7441,CAMA-1,0
Temozolomide,Taselisib,HCC1599,0
OSI-027,Lapatinib,ZR-75-1,0
OSI-027,Crizotinib,HDQ-P1,0
AZD4547,SB505124,SNU-81,0
MK-1775,Alpelisib,HCC1187,0
MK-1775,Sapitinib,HCC70,0
Vorinostat,Taselisib,MDA-MB-175-VII,0
Camptothecin,Sapitinib,HCT-15,0
MK-1775,Lapatinib,KP-3,0
MK-1775,Uprosertib,EFM-19,0
MK-1775,Sorafenib,PA-TU-8988T,0
Taselisib,JQ1,HCC2157,0
OSI-027,Olaparib,CAL-120,0
Taselisib,RO-3306,MDA-MB-361,0
Olaparib,Palbociclib,PSN1,0
Palbociclib,Paclitaxel,Hs-766T,0
Palbociclib,Trametinib,HCC1500,0
Olaparib,Irinotecan,PANC-08-13,0
Olaparib,SB505124,NCI-H508,0
Irinotecan,Taselisib,DAN-G,0
PD173074,Taselisib,HCC38,1
PD173074,Trametinib,CAL-120,0
Palbociclib,Sapitinib,SNU-C1,0
Palbociclib,Paclitaxel,HCC2157,0
Erlotinib,Dactolisib,PANC-04-03,0
Pictilisib,Afatinib,HCC1569,0
MK-1775,AZD8055,NCI-H716,0
Taselisib,Nilotinib,UACC-893,0
MK-1775,LGK974,CL-11,0
Sapitinib,PF-4708671,Hs-578-T,0
AZD7762,BMS-754807,HCT-15,0
Trametinib,Palbociclib,SNU-407,0
Trametinib,Galunisertib,AsPC-1,0
MK-1775,PF-4708671,MRK-nu-1,0
PD173074,Venetoclax,HCC1187,0
Pictilisib,ZM447439,HCC38,0
SB505124,Olaparib,SNU-C1,0
Dasatinib,Sorafenib,DAN-G,0
Sapitinib,Taselisib,MCF7,0
Taselisib,Venetoclax,BT-474,0
Olaparib,Palbociclib,NCI-H747,0
Dabrafenib,AZD8055,SNU-407,0
Sapitinib,AZD7762,CCK-81,0
AZD7762,Venetoclax,HCC2218,0
Sapitinib,LGK974,COLO-678,0
OSI-027,JQ1,HCC1419,0
Olaparib,NU7441,CAMA-1,0
AZD7762,Palbociclib,SW1463,0
Lapatinib,Olaparib,ZR-75-1,0
Taselisib,BI-2536,HCC1806,0
Bortezomib,Taselisib,BT-474,0
MK-1775,Paclitaxel,KP-3,0
Vorinostat,AZD7762,BT-483,0
Paclitaxel,Taselisib,CAPAN-1,0
AZD7762,BI-2536,HCC2157,0
Palbociclib,Camptothecin,LS-513,0
Bortezomib,Docetaxel,HCC1599,0
Temozolomide,Bortezomib,EFM-192A,0
AZD7762,MK-1775,SNU-407,0
Docetaxel,RO-3306,BT-20,0
MK-1775,Uprosertib,HCC70,0
Vorinostat,MK-1775,MDA-MB-231,0
Galunisertib,Dactolisib,Hs-766T,0
Bortezomib,Sorafenib,MDA-MB-175-VII,0
LGK974,Olaparib,CFPAC-1,0
Bortezomib,Olaparib,HCC38,0
Vorinostat,Alpelisib,EFM-19,0
Trametinib,Dabrafenib,SNU-407,0
AZD8055,LGK974,COLO-320-HSR,0
Lapatinib,Alpelisib,MDA-MB-157,0
Sapitinib,Camptothecin,RKO,0
Navitoclax,KU-55933,Hs-578-T,0
Olaparib,Trametinib,HT55,0
AZD7762,Tozasertib,MCF7,0
AZD7762,Olaparib,CAMA-1,0
OSI-027,KU-55933,EFM-192A,0
Pictilisib,KU-55933,BT-474,0
Taselisib,Olaparib,CAMA-1,0
AZD7762,Alisertib,MDA-MB-453,0
Camptothecin,LGK974,COLO-205,0
AZD7762,SB216763,EVSA-T,0
Olaparib,JQ1,HDQ-P1,0
Crizotinib,Paclitaxel,MDA-MB-157,0
LGK974,Taselisib,MIA-PaCa-2,0
Trametinib,Crizotinib,KP-1N,0
Crizotinib,Trametinib,CAL-120,0
Trametinib,Palbociclib,CaR-1,0
AZD4547,AZD8055,SNU-C1,0
AZD7762,PD173074,HCC2218,0
Pictilisib,BI-2536,MDA-MB-436,0
Navitoclax,Venetoclax,CAL-51,0
Temozolomide,Docetaxel,BT-483,0
AZD4547,Navitoclax,SW948,0
MK-1775,Wee1 Inhibitor,MRK-nu-1,0
AZD8055,MK-1775,SW1417,0
Navitoclax,Sorafenib,JIMT-1,0
PD173074,Afatinib,MDA-MB-436,0
Navitoclax,RO-3306,EFM-192A,0
Camptothecin,AZD7762,SK-CO-1,0
OSI-027,Ribociclib,EFM-19,0
Navitoclax,RO-3306,HCC1569,1
Crizotinib,AZD7762,SW1463,0
OSI-027,Sorafenib,HCC1143,0
Palbociclib,BMS-754807,LS-411N,0
Olaparib,Afatinib,HCC1569,0
Palbociclib,KU-55933,MDA-MB-468,0
Trametinib,Ribociclib,BT-474,0
Trametinib,Sapitinib,SK-CO-1,0
PD173074,Ribociclib,EFM-192A,0
Sapitinib,AZD7762,HT-115,0
Bortezomib,Palbociclib,COLO-824,0
Dabrafenib,LGK974,HCC2998,0
Trametinib,Lapatinib,PANC-04-03,1
OSI-027,Venetoclax,BT-20,0
Afatinib,AZD4547,SNU-C1,0
Taselisib,OSI-027,MCF7,0
Dabrafenib,SB216763,SK-CO-1,0
Bortezomib,RO-3306,HCC1500,1
Pictilisib,NU7441,CAL-85-1,0
OSI-027,Palbociclib,MDA-MB-361,0
Lapatinib,Dasatinib,MZ1-PC,0
Navitoclax,MK-1775,Hs-766T,0
Navitoclax,OSI-027,OCUB-M,0
Lapatinib,Ribociclib,HCC70,0
Camptothecin,Crizotinib,CCK-81,0
Navitoclax,LGK974,COLO-678,0
Sapitinib,Bortezomib,EFM-192A,0
AZD8055,MK-1775,SW837,0
Navitoclax,Pictilisib,BT-483,1
Crizotinib,Uprosertib,HCC1569,0
Palbociclib,AZD6482,ZR-75-30,0
Sapitinib,JQ1,BT-549,0
MK-1775,Olaparib,HT55,0
Trametinib,MK-1775,KP-4,0
Crizotinib,BMS-754807,COLO-678,0
Bortezomib,Vorinostat,HCC1599,0
Dabrafenib,SB216763,HCT-15,0
Docetaxel,AZD7762,JIMT-1,0
Lapatinib,Afatinib,MRK-nu-1,0
SB505124,MK-1775,SNU-C2B,0
Afatinib,MK-1775,SNU-C1,0
Lapatinib,LGK974,KP-3,0
Docetaxel,MK-1775,CAMA-1,0
Pictilisib,AZD7762,BT-20,0
Palbociclib,Trametinib,HCC2998,0
Taselisib,Wee1 Inhibitor,EVSA-T,0
Olaparib,Palbociclib,HCC2998,0
Docetaxel,Pictilisib,MDA-MB-231,0
Crizotinib,Afatinib,SW48,0
MK-1775,NU7441,HCC1954,0
Camptothecin,AZD7762,SW1463,1
LGK974,Dasatinib,KP-4,0
SB505124,AZD7762,SW48,0
Olaparib,MK-1775,ZR-75-1,0
Olaparib,PD173074,COLO-824,0
Bortezomib,AZD7762,HCC202,0
Vorinostat,AZD7762,HCC1143,0
OSI-027,Sapitinib,HCC1419,0
Dactolisib,OSI-027,AsPC-1,0
Pictilisib,AZD7762,MDA-MB-415,0
Crizotinib,Lapatinib,EFM-19,0
Afatinib,Sapitinib,HCT-15,0
MK-1775,AZD8055,HCC1599,0
Olaparib,Paclitaxel,T47D,0
LGK974,Trametinib,NCI-H716,0
MK-1775,Wee1 Inhibitor,HCC1599,0
LGK974,Crizotinib,PANC-10-05,0
PD173074,BI-2536,UACC-893,0
Vorinostat,Wee1 Inhibitor,OCUB-M,0
Olaparib,Docetaxel,HCC1806,0
Navitoclax,Taselisib,SW837,0
Palbociclib,BMS-754807,COLO-678,0
Lapatinib,Venetoclax,HDQ-P1,0
Dactolisib,MK-1775,SU8686,0
SB505124,Trametinib,CCK-81,0
Vorinostat,ZM447439,HCC1428,0
PD173074,Palbociclib,HCC1954,0
Sapitinib,Uprosertib,CAL-120,0
Crizotinib,AZD8055,JIMT-1,0
Taselisib,Vorinostat,EFM-19,0
Sorafenib,Taselisib,CAPAN-1,0
Docetaxel,Dabrafenib,HCC1937,0
Trametinib,Dabrafenib,MDA-MB-361,0
Docetaxel,SB216763,ZR-75-30,0
Palbociclib,Tozasertib,MDA-MB-231,0
Pictilisib,MK-1775,HCC2157,0
Irinotecan,Crizotinib,AsPC-1,0
AZD7762,MK-1775,MDST8,1
AZD8055,AZD7762,SNU-1040,0
Bortezomib,Taselisib,EVSA-T,0
Paclitaxel,Crizotinib,PA-TU-8988T,0
Sapitinib,Trametinib,MDA-MB-330,0
Taselisib,Crizotinib,DU-4475,0
Taselisib,BI-2536,HCC1954,0
LGK974,AZD4547,HCC2998,0
Navitoclax,Sorafenib,AsPC-1,0
Sorafenib,Olaparib,KP-4,0
Sapitinib,BMS-754807,LS-513,0
MK-1775,Sapitinib,MFM-223,0
AZD7762,Camptothecin,BT-549,1
Lapatinib,AZD8055,MDA-MB-415,0
Pictilisib,Olaparib,HCC1500,0
Taselisib,Sorafenib,HCC1143,0
AZD8055,Crizotinib,NCI-H747,0
OSI-027,Bortezomib,BT-474,0
Vorinostat,AZD6482,BT-20,0
Sapitinib,Tozasertib,ZR-75-30,0
Olaparib,MK-1775,HCC1806,0
AZD8055,Sapitinib,LS-180,0
Vorinostat,Crizotinib,MCF7,0
AZD4547,Camptothecin,CW-2,0
Docetaxel,Afatinib,MDA-MB-157,0
Sapitinib,ZM447439,Hs-578-T,0
Galunisertib,Paclitaxel,PA-TU-8902,0
Lapatinib,Ribociclib,ZR-75-30,0
Docetaxel,Dabrafenib,BT-474,0
Vorinostat,AZD8055,Hs-578-T,0
LGK974,Camptothecin,KM12,0
MK-1775,AZD7762,MDA-MB-157,0
Docetaxel,Trametinib,CAMA-1,0
AZD7762,BI-2536,MFM-223,1
Dasatinib,Taselisib,YAPC,0
Lapatinib,Crizotinib,AsPC-1,0
Crizotinib,Palbociclib,CAL-85-1,0
Taselisib,Bortezomib,HCC1428,0
Trametinib,Crizotinib,KM12,0
Bortezomib,Nilotinib,Hs-578-T,0
Crizotinib,AZD7762,EFM-192A,0
Palbociclib,Crizotinib,RKO,0
Afatinib,Crizotinib,NCI-H747,0
AZD7762,Taselisib,PL4,0
Olaparib,Bortezomib,BT-483,0
LGK974,Taselisib,MDST8,0
Lapatinib,LGK974,PANC-08-13,0
Olaparib,Irinotecan,MZ1-PC,0
MK-1775,Afatinib,MDA-MB-175-VII,0
Pictilisib,MK-1775,HCC1500,0
Sapitinib,Ribociclib,MDA-MB-231,0
Docetaxel,PF-4708671,MDA-MB-330,0
Trametinib,Docetaxel,JIMT-1,0
Sapitinib,NU7441,CAL-120,0
MK-1775,Temozolomide,T47D,0
Palbociclib,KU-55933,BT-474,0
Crizotinib,Vorinostat,HCC1806,0
Vorinostat,Lapatinib,HDQ-P1,0
Palbociclib,Trametinib,BT-20,0
PD173074,SB216763,HCC2218,0
Vorinostat,Nilotinib,HCC1428,0
Trametinib,Navitoclax,PANC-10-05,0
OSI-027,Camptothecin,HCC1500,0
Olaparib,Crizotinib,MDA-MB-453,0
Galunisertib,AZD7762,PANC-03-27,0
Navitoclax,Pictilisib,HCC1954,0
MK-1775,Ribociclib,UACC-893,0
Temozolomide,Alpelisib,MDA-MB-175-VII,0
Afatinib,SB505124,HCT-15,0
Crizotinib,PD173074,EFM-192A,0
Vorinostat,Wee1 Inhibitor,ZR-75-30,0
Taselisib,Navitoclax,LS-513,1
Crizotinib,Erlotinib,SUIT-2,0
LGK974,BMS-754807,SW1116,0
Docetaxel,Camptothecin,HCC2218,0
AZD7762,Uprosertib,MDA-MB-468,0
Bortezomib,Temozolomide,BT-474,0
OSI-027,Erlotinib,PA-TU-8988T,1
Pictilisib,JQ1,COLO-824,0
AZD4547,Navitoclax,SNU-1040,0
Palbociclib,Doramapimod,DU-4475,0
AZD7762,LGK974,SNU-81,0
LGK974,Galunisertib,CAPAN-1,0
Sapitinib,RO-3306,Hs-578-T,0
Bortezomib,AZD6482,MDA-MB-436,0
Vorinostat,RO-3306,OCUB-M,0
Pictilisib,AZD7762,MDA-MB-175-VII,0
Olaparib,Docetaxel,MFM-223,0
Navitoclax,SB216763,HCC70,0
Palbociclib,AZD7762,HCC1500,0
Crizotinib,KU-55933,HCC2218,0
Crizotinib,SB216763,HCC2157,0
Trametinib,JQ1,EFM-19,0
Pictilisib,Vorinostat,MDA-MB-415,1
Vorinostat,SB216763,EFM-192A,0
Camptothecin,Sapitinib,SK-CO-1,0
Sapitinib,Navitoclax,DiFi,0
Lapatinib,Tozasertib,Hs-578-T,0
OSI-027,Doramapimod,EFM-192A,0
PD173074,SB216763,HCC1954,0
MK-1775,AZD6482,CAL-120,0
Sapitinib,Crizotinib,HCC1599,0
OSI-027,Dasatinib,PANC-08-13,0
Navitoclax,Lapatinib,T47D,1
Sapitinib,Alisertib,COLO-824,0
OSI-027,AZD8055,T47D,0
OSI-027,Doramapimod,HCC1599,0
Temozolomide,Alisertib,HCC1569,0
Afatinib,SB216763,NCI-H508,0
Vorinostat,Docetaxel,BT-20,0
AZD4547,LGK974,CCK-81,0
Trametinib,Crizotinib,LS-123,0
SB505124,Palbociclib,COLO-678,0
Navitoclax,BI-2536,EFM-19,1
Trametinib,RO-3306,ZR-75-30,0
AZD7762,PD173074,DU-4475,1
MK-1775,Trametinib,PANC-02-03,0
Palbociclib,Lapatinib,BT-549,0
Vorinostat,Uprosertib,JIMT-1,0
AZD8055,BMS-754807,LS-513,0
SB216763,Navitoclax,KM12,0
AZD4547,BMS-754807,SW620,0
Sorafenib,Dactolisib,PSN1,0
Dactolisib,MK-1775,PANC-10-05,0
Crizotinib,Wee1 Inhibitor,MCF7,0
Sorafenib,Palbociclib,PANC-04-03,0
PD173074,Vorinostat,HCC1187,0
Vorinostat,MK-1775,HCC1500,0
PD173074,RO-3306,OCUB-M,0
AZD7762,Irinotecan,PANC-08-13,0
Palbociclib,Afatinib,SNU-C5,0
Taselisib,Navitoclax,MCF7,0
Taselisib,Wee1 Inhibitor,ZR-75-1,0
Sorafenib,Crizotinib,KP-4,0
Taselisib,Dactolisib,KP-1N,0
Temozolomide,JQ1,MDA-MB-361,0
Palbociclib,ZM447439,MDA-MB-157,0
MK-1775,Venetoclax,ZR-75-30,0
Galunisertib,Taselisib,HuP-T3,0
Dabrafenib,AZD4547,GP5d,0
Sapitinib,Sorafenib,JIMT-1,0
Navitoclax,Taselisib,SU8686,0
MK-1775,Lapatinib,HuP-T4,0
Crizotinib,AZD8055,SK-CO-1,0
Paclitaxel,Navitoclax,PANC-08-13,1
Taselisib,Bortezomib,UACC-812,0
MK-1775,BI-2536,ZR-75-30,0
Bortezomib,SB216763,HCC1806,0
Trametinib,OSI-027,ZR-75-1,0
LGK974,MK-1775,SU8686,0
Olaparib,Uprosertib,ZR-75-30,0
Crizotinib,Lapatinib,PANC-08-13,0
Trametinib,Sapitinib,AU565,0
Crizotinib,Uprosertib,HCC1599,0
Galunisertib,Paclitaxel,KP-3,0
Trametinib,Doramapimod,HCC1954,0
OSI-027,Docetaxel,MDA-MB-453,0
AZD7762,Alisertib,OCUB-M,0
Afatinib,Navitoclax,DiFi,0
Palbociclib,Crizotinib,DAN-G,0
Crizotinib,Irinotecan,SUIT-2,0
OSI-027,Crizotinib,CAL-51,0
Olaparib,Dabrafenib,HCC38,0
Palbociclib,KU-55933,MDA-MB-231,0
Bortezomib,OSI-027,MDA-MB-361,0
AZD7762,Alisertib,HCC1428,0
BMS-754807,SB505124,RCM-1,0
Palbociclib,Trametinib,CAL-85-1,0
AZD8055,AZD4547,SNU-407,0
AZD7762,Uprosertib,Hs-578-T,0
Lapatinib,Temozolomide,BT-483,0
Bortezomib,Olaparib,MDA-MB-468,0
Olaparib,Docetaxel,HCC1569,0
OSI-027,Alisertib,MFM-223,0
Crizotinib,Navitoclax,SNU-C5,1
Crizotinib,Olaparib,PANC-10-05,0
Navitoclax,Camptothecin,RCM-1,0
Olaparib,Alpelisib,EFM-19,0
PD173074,Taselisib,ZR-75-1,0
MK-1775,Paclitaxel,CFPAC-1,0
Sapitinib,JQ1,EFM-192A,1
Pictilisib,SB216763,MDA-MB-361,0
Bortezomib,JQ1,HCC1419,1
Pictilisib,Docetaxel,ZR-75-30,0
AZD8055,Trametinib,SNU-C5,0
AZD7762,Sorafenib,PANC-04-03,0
Sapitinib,SB216763,SW1463,0
Camptothecin,Palbociclib,HCC2998,0
Vorinostat,Sapitinib,MDA-MB-157,0
Palbociclib,Tozasertib,CAMA-1,0
Vorinostat,Temozolomide,MFM-223,0
Camptothecin,Sapitinib,MDST8,0
Olaparib,SB216763,SW1116,0
Vorinostat,Sorafenib,HCC1395,0
Vorinostat,PD173074,HCC1428,0
AZD7762,Olaparib,BT-20,0
Vorinostat,Dabrafenib,CAL-85-1,0
OSI-027,Dabrafenib,CAL-148,0
AZD7762,Lapatinib,DU-4475,0
MK-1775,SB216763,CaR-1,0
MK-1775,Vorinostat,HDQ-P1,0
Trametinib,Olaparib,HCT-15,0
Temozolomide,AZD7762,HCC1395,0
Taselisib,OSI-027,EFM-192A,1
Olaparib,Venetoclax,HCC1143,0
MK-1775,Docetaxel,HCC70,0
LGK974,Navitoclax,SW1417,0
Lapatinib,BI-2536,MDA-MB-330,0
Afatinib,LGK974,C2BBe1,0
Lapatinib,Docetaxel,CAL-85-1,0
AZD8055,AZD4547,C2BBe1,0
SB505124,Trametinib,GP5d,0
Trametinib,Docetaxel,CAL-148,0
Docetaxel,Ribociclib,MFM-223,0
Palbociclib,Lapatinib,CAL-51,0
Olaparib,Uprosertib,HCC1599,0
Vorinostat,Uprosertib,UACC-893,0
SB505124,SB216763,SNU-C5,0
Docetaxel,OSI-027,MDA-MB-361,0
Vorinostat,Afatinib,MDA-MB-361,1
SB216763,MK-1775,HCT-15,0
OSI-027,AZD8055,HCC1954,0
Temozolomide,RO-3306,BT-474,0
Navitoclax,Venetoclax,MFM-223,0
Bortezomib,Temozolomide,MCF7,0
Docetaxel,RO-3306,HCC38,0
OSI-027,Temozolomide,CAMA-1,0
SB216763,SB505124,SNU-1040,0
AZD7762,Palbociclib,AU565,0
Irinotecan,Galunisertib,Hs-766T,0
Crizotinib,AZD6482,MDA-MB-453,0
Pictilisib,Afatinib,ZR-75-30,0
PD173074,Afatinib,JIMT-1,0
Docetaxel,AZD6482,BT-20,0
BMS-754807,Taselisib,T84,0
OSI-027,Olaparib,PA-TU-8902,0
Crizotinib,Palbociclib,RCM-1,0
Dabrafenib,LGK974,CCK-81,0
Navitoclax,Paclitaxel,SUIT-2,1
Camptothecin,Navitoclax,LS-180,0
Taselisib,Uprosertib,BT-20,0
AZD7762,Taselisib,NCI-H508,0
Olaparib,NU7441,HCC1419,0
SB216763,AZD7762,LS-123,0
AZD7762,SB216763,LS-411N,0
Palbociclib,Navitoclax,MDA-MB-157,0
Pictilisib,Ribociclib,MDA-MB-415,0
Palbociclib,Vorinostat,MDA-MB-330,0
Navitoclax,Trametinib,MDA-MB-453,0
AZD7762,Paclitaxel,HCC2218,0
Irinotecan,Navitoclax,PA-TU-8902,1
Navitoclax,AZD6482,CAL-148,0
Docetaxel,AZD8055,MDA-MB-157,0
Vorinostat,Afatinib,MDA-MB-436,0
Trametinib,Sorafenib,MDA-MB-415,0
Galunisertib,Sorafenib,PA-TU-8988T,0
Vorinostat,Crizotinib,UACC-812,0
