drug_a,drug_b,cell_line,synergy
BMS-754807,AZD7762,SNU-1040,0
Taselisib,SCH772984,CAL-85-1,1
AZD4547,MK-2206,SNU-1040,0
Irinotecan,Paclitaxel,HuP-T4,0
Cisplatin,MK-2206,HCC1500,0
Temozolomide,OSI-027,MDA-MB-361,0
Crizotinib,MK-2206,KP-3,0
Vinorelbine,5-Fluorouracil,GP5d,0
Axitinib,Bortezomib,EFM-19,0
Vorinostat,Axitinib,HCC1954,0
Crizotinib,AZD4547,SNU-C2B,0
Temozolomide,Olaparib,MDA-MB-453,0
OSI-027,AZD7762,HCC70,0
Bortezomib,Nilotinib,BT-474,0
Temozolomide,Axitinib,JIMT-1,0
Olaparib,Docetaxel,MDA-MB-330,0
AZD7762,SB216763,DiFi,0
5-Fluorouracil,Taselisib,CAPAN-1,0
Dasatinib,Navitoclax,HuP-T3,1
Docetaxel,NU7441,AU565,0
Sorafenib,OSI-027,CAPAN-1,0
5-Fluorouracil,Sorafenib,MDA-MB-231,0
Crizotinib,Oxaliplatin,SNU-175,0
Docetaxel,5-Fluorouracil,HCC1954,0
Sorafenib,Paclitaxel,PSN1,0
Sorafenib,Gemcitabine,PANC-10-05,0
Palbociclib,Olaparib,COLO-824,0
Galunisertib,Gemcitabine,MIA-PaCa-2,0
Gemcitabine,5-Fluorouracil,JIMT-1,0
MK-2206,SB216763,HT55,0
Taselisib,Nilotinib,EFM-19,0
MK-2206,MK-1775,COLO-678,0
MK-1775,Docetaxel,HCC1419,0
Olaparib,MK-1775,SW1990,0
Olaparib,Gemcitabine,PANC-10-05,0
Palbociclib,5-Fluorouracil,CAPAN-2,0
Taselisib,KU-55933,EVSA-T,0
Luminespib,Lapatinib,BT-474,0
Taselisib,Lapatinib,MDA-MB-361,1
Olaparib,PF-4708671,EFM-192A,0
Palbociclib,MK-1775,SUIT-2,0
Taselisib,Cisplatin,PANC-02-03,0
Lapatinib,Taselisib,MDA-MB-330,0
Bortezomib,Lapatinib,HCC1395,0
MK-1775,MK-2206,AsPC-1,0
Docetaxel,Cisplatin,MDA-MB-175-VII,0
AZD7762,MK-1775,HCT-15,1
Dactolisib,Paclitaxel,AsPC-1,0
Navitoclax,SCH772984,PANC-10-05,0
Bortezomib,Alpelisib,OCUB-M,0
Olaparib,Nilotinib,HCC1954,0
5-Fluorouracil,AZD7762,CW-2,0
Taselisib,BI-2536,HCC1599,0
Temozolomide,Sorafenib,COLO-824,0
5-Fluorouracil,Lapatinib,PANC-04-03,0
Axitinib,Navitoclax,DU-4475,1
MK-2206,Camptothecin,CAL-51,0
Lapatinib,Tozasertib,T47D,0
SCH772984,Dabrafenib,MDST8,0
MK-2206,SB216763,RCM-1,0
Olaparib,Entinostat,BT-549,0
Linsitinib,MK-1775,HCC1187,0
Bortezomib,AZD7762,EFM-19,0
AZD7762,ZM447439,MDA-MB-415,0
Taselisib,Vorinostat,HCC1500,0
MK-1775,Vinorelbine,HT-115,0
Sorafenib,SCH772984,MZ1-PC,0
Navitoclax,BMS-754807,SK-CO-1,0
AZD7762,Oxaliplatin,HPAC,0
Bortezomib,NU7441,BT-20,0
Vorinostat,Taselisib,MFM-223,0
Vorinostat,SCH772984,Hs-578-T,0
Axitinib,Cisplatin,OCUB-M,0
Palbociclib,Bortezomib,MFM-223,0
AZD7762,Bortezomib,AU565,0
Luminespib,5-Fluorouracil,BT-20,0
Olaparib,OSI-027,HCC1599,0
AZD8055,AZD7762,SK-CO-1,0
MK-2206,Crizotinib,HDQ-P1,0
Cisplatin,Temozolomide,HCC1187,0
5-Fluorouracil,SCH772984,KP-4,0
SCH772984,AZD4547,SK-CO-1,0
Dasatinib,Ruxolitinib,CAPAN-1,0
Cisplatin,GSK269962A,MDA-MB-453,0
Docetaxel,Sorafenib,BT-474,0
Olaparib,OSI-027,ZR-75-1,0
Luminespib,ZM447439,HCC1187,0
Gemcitabine,Dabrafenib,HCC70,0
Luminespib,Cisplatin,EVSA-T,0
Palbociclib,Taselisib,HT-29,0
Dactolisib,AZD7762,HPAC,0
Temozolomide,Palbociclib,EFM-19,0
Taselisib,Navitoclax,NCI-H716,0
AZD7762,PF-4708671,BT-549,0
Bortezomib,RO-3306,CAL-85-1,0
Olaparib,AZD8055,MCF7,0
Dabrafenib,Crizotinib,SW1463,0
Navitoclax,AZD7762,UACC-893,0
Dabrafenib,MK-2206,RKO,1
Gemcitabine,Luminespib,HCC1937,0
Axitinib,Entinostat,COLO-824,0
Dactolisib,Paclitaxel,PANC-04-03,0
5-Fluorouracil,Taselisib,CFPAC-1,0
AZD4547,Taselisib,SNU-81,0
Cisplatin,Galunisertib,PANC-03-27,0
Olaparib,Linsitinib,HCC1419,0
Taselisib,Paclitaxel,PANC-03-27,0
Crizotinib,Cisplatin,HCC1395,0
Paclitaxel,Dactolisib,DAN-G,0
Crizotinib,OSI-027,HCC1806,0
AZD4547,Crizotinib,SW620,0
Sorafenib,Linsitinib,PANC-10-05,0
Olaparib,Sorafenib,HCC1806,0
5-Fluorouracil,Paclitaxel,MDA-MB-330,0
Olaparib,Linsitinib,PANC-10-05,0
Olaparib,Navitoclax,HCC1419,0
Taselisib,BI-2536,HCC1569,0
Gemcitabine,Nilotinib,MDA-MB-231,0
Palbociclib,Lapatinib,HCC1419,0
Luminespib,Taselisib,HCC1395,0
Crizotinib,KU-55933,HCC1569,0
Temozolomide,Crizotinib,MFM-223,0
5-Fluorouracil,Crizotinib,MDA-MB-415,0
Olaparib,ZM447439,AU565,0
Temozolomide,Doramapimod,MDA-MB-468,0
Linsitinib,Vinorelbine,HT-115,1
Oxaliplatin,SCH772984,BxPC-3,0
Ruxolitinib,MK-2206,MIA-PaCa-2,0
OSI-027,Camptothecin,HCC70,0
BMS-754807,Vinorelbine,SNU-81,0
Olaparib,Galunisertib,CAPAN-1,0
5-Fluorouracil,SCH772984,SNU-C2B,0
OSI-027,Wee1 Inhibitor,BT-474,0
MK-1775,Cisplatin,PANC-03-27,0
Temozolomide,SCH772984,T47D,0
Olaparib,Vinorelbine,SW948,0
Vorinostat,Taselisib,HCC1599,1
Temozolomide,Axitinib,HCC1937,0
Lapatinib,Olaparib,MDA-MB-468,0
5-Fluorouracil,Bortezomib,HCC1599,0
Oxaliplatin,MK-2206,HPAC,0
Linsitinib,Taselisib,HCC38,0
Camptothecin,5-Fluorouracil,SNU-C2B,0
Dasatinib,SCH772984,HuP-T3,0
Temozolomide,MK-1775,CAL-120,0
Linsitinib,NU7441,MDA-MB-157,0
5-Fluorouracil,ZM447439,HCC2157,0
Docetaxel,SB216763,BT-474,0
Palbociclib,SB505124,RKO,0
Taselisib,Crizotinib,ZR-75-30,0
MK-1775,Luminespib,UACC-893,0
Gemcitabine,Dactolisib,DAN-G,0
Axitinib,SCH772984,BT-483,0
MK-1775,Navitoclax,GP5d,0
SB505124,Dabrafenib,HT-29,0
Palbociclib,Vinorelbine,LS-180,0
BMS-754807,SB505124,SW837,0
Galunisertib,Dasatinib,SW1990,0
Navitoclax,Wee1 Inhibitor,MRK-nu-1,0
MK-1775,Taselisib,SNU-C1,0
Taselisib,Entinostat,HCC70,0
Linsitinib,Tozasertib,HCC1428,0
AZD7762,OSI-027,MDA-MB-453,0
Palbociclib,KU-55933,HCC2218,0
5-Fluorouracil,Palbociclib,HCC2998,0
Palbociclib,SB505124,HT-29,0
AZD7762,Palbociclib,LoVo,0
AZD7762,Sorafenib,MCF7,0
Taselisib,Camptothecin,NCI-H508,0
AZD7762,Lapatinib,MDA-MB-436,0
SCH772984,Linsitinib,HuP-T4,1
Olaparib,Temozolomide,CAMA-1,0
SCH772984,Sorafenib,SU8686,0
Taselisib,Temozolomide,HCC1569,0
Temozolomide,Olaparib,CAL-148,0
Gemcitabine,Cisplatin,EVSA-T,0
5-Fluorouracil,AZD4547,MDST8,0
Lapatinib,Irinotecan,Hs-766T,0
AZD4547,Linsitinib,SW837,0
Docetaxel,Tozasertib,HCC1395,0
Axitinib,Olaparib,MDA-MB-330,0
OSI-027,Lapatinib,MDA-MB-415,0
Navitoclax,Wee1 Inhibitor,HCC1187,0
MK-2206,Sorafenib,EVSA-T,0
Gemcitabine,MK-2206,BT-549,0
Linsitinib,SB216763,MCF7,0
OSI-027,PF-4708671,BT-474,0
SCH772984,5-Fluorouracil,SW1990,0
Crizotinib,Tozasertib,AU565,0
MK-1775,Palbociclib,HT-115,0
Sorafenib,Palbociclib,HPAC,0
SCH772984,BMS-754807,CW-2,0
Olaparib,Galunisertib,PA-TU-8988T,0
Paclitaxel,Linsitinib,SW1990,0
AZD7762,MK-2206,HT-115,0
Crizotinib,Dabrafenib,HCC1395,0
Luminespib,MK-2206,CAL-120,0
Linsitinib,Cisplatin,HuP-T3,0
Gemcitabine,Temozolomide,BT-483,0
Gemcitabine,Palbociclib,HCC1806,0
Gemcitabine,MK-1775,BT-20,0
Linsitinib,Cisplatin,PANC-08-13,0
Oxaliplatin,Dasatinib,CAPAN-2,0
5-Fluorouracil,Docetaxel,MDA-MB-157,0
Bortezomib,OSI-027,ZR-75-1,0
Taselisib,Irinotecan,HuP-T4,0
Palbociclib,MK-1775,COLO-678,0
Taselisib,Camptothecin,KM12,0
Crizotinib,Dabrafenib,NCI-H716,0
Taselisib,Gemcitabine,MZ1-PC,0
Docetaxel,Linsitinib,BT-20,0
Irinotecan,SCH772984,AsPC-1,0
Gemcitabine,MK-1775,MDA-MB-415,0
5-Fluorouracil,SCH772984,T84,0
Camptothecin,Dabrafenib,DiFi,0
Gemcitabine,PF-4708671,HDQ-P1,0
Dabrafenib,Taselisib,HT-115,0
Sorafenib,Cisplatin,PL4,0
SB505124,Olaparib,LS-123,0
Palbociclib,Dabrafenib,HCC1143,0
Taselisib,Axitinib,OCUB-M,0
Camptothecin,SB505124,LS-411N,0
Docetaxel,RO-3306,HCC1937,0
Navitoclax,Doramapimod,MDA-MB-157,0
Gemcitabine,MK-2206,KP-4,1
AZD8055,Olaparib,HT-115,0
Dabrafenib,BMS-754807,CCK-81,0
Gemcitabine,Alpelisib,HCC1187,0
SCH772984,Linsitinib,CL-11,1
AZD7762,MK-1775,SW837,0
AZD7762,Dabrafenib,KM12,0
Irinotecan,Galunisertib,PANC-03-27,0
Taselisib,AZD7762,BxPC-3,0
MK-1775,Luminespib,HCC1500,0
BMS-754807,Olaparib,SNU-1040,0
Docetaxel,Camptothecin,BT-483,0
Bortezomib,Nilotinib,BT-549,0
MK-1775,Paclitaxel,SUIT-2,0
Docetaxel,Vorinostat,MDA-MB-361,0
Palbociclib,Linsitinib,HCC1599,0
MK-2206,Doramapimod,BT-474,0
Temozolomide,Bortezomib,MDA-MB-330,0
AZD7762,5-Fluorouracil,DAN-G,0
Olaparib,AZD8055,JIMT-1,0
Palbociclib,Bortezomib,JIMT-1,0
Taselisib,PF-4708671,MDA-MB-468,0
OSI-027,MK-1775,MDA-MB-330,0
BMS-754807,Palbociclib,SW1417,0
MK-1775,5-Fluorouracil,UACC-893,0
Dasatinib,OSI-027,PL4,0
Docetaxel,Luminespib,HCC1954,0
Gemcitabine,KU-55933,ZR-75-30,0
AZD4547,AZD8055,GP5d,0
Cisplatin,Gemcitabine,HCC1937,1
MK-1775,Crizotinib,HT-29,0
Linsitinib,5-Fluorouracil,SW1116,0
Vorinostat,Taselisib,EFM-192A,1
Ruxolitinib,Linsitinib,CAPAN-2,0
Docetaxel,Wee1 Inhibitor,HCC1937,0
Taselisib,AZD7762,CW-2,0
AZD7762,5-Fluorouracil,CCK-81,0
AZD7762,AZD4547,SNU-C2B,0
Gemcitabine,OSI-027,JIMT-1,0
MK-1775,Docetaxel,MDA-MB-468,0
Olaparib,MK-2206,CFPAC-1,0
5-Fluorouracil,Sorafenib,EFM-192A,0
Luminespib,BI-2536,HCC1569,0
5-Fluorouracil,Camptothecin,SNU-407,0
MK-1775,Olaparib,UACC-812,0
Crizotinib,Entinostat,HCC1806,0
Palbociclib,OSI-027,MDA-MB-330,0
Sorafenib,SCH772984,Hs-766T,0
Irinotecan,Navitoclax,PANC-08-13,0
Oxaliplatin,MK-2206,SUIT-2,0
Palbociclib,AZD7762,HT55,0
Linsitinib,Dabrafenib,HCC1500,0
Palbociclib,SB216763,SNU-407,0
AZD7762,Entinostat,CAL-120,0
Gemcitabine,Linsitinib,UACC-893,0
Crizotinib,AZD4547,SNU-1040,0
Bortezomib,Docetaxel,BT-474,0
5-Fluorouracil,Taselisib,NCI-H508,0
Irinotecan,Sorafenib,CAPAN-1,0
Linsitinib,Gemcitabine,HDQ-P1,0
AZD8055,5-Fluorouracil,HT-115,0
Vorinostat,Doramapimod,MDA-MB-436,0
Olaparib,MK-1775,HCC38,0
SCH772984,5-Fluorouracil,T84,0
Ruxolitinib,AZD7762,KP-1N,0
MK-2206,OSI-027,Hs-766T,0
Taselisib,Nilotinib,MCF7,0
Temozolomide,Entinostat,MDA-MB-415,0
Luminespib,Navitoclax,MDA-MB-361,0
Luminespib,Temozolomide,HCC1954,0
MK-2206,Camptothecin,BT-20,0
SB505124,AZD7762,SW1116,0
SCH772984,Dasatinib,HPAC,1
Crizotinib,OSI-027,MDA-MB-436,0
Luminespib,GSK269962A,HCC2218,0
Irinotecan,Olaparib,PSN1,0
AZD7762,Vinorelbine,GP5d,0
Crizotinib,MK-1775,EVSA-T,0
Olaparib,Oxaliplatin,CaR-1,0
SB216763,Palbociclib,CL-11,0
Palbociclib,Navitoclax,MDA-MB-453,0
Palbociclib,5-Fluorouracil,HuP-T4,0
MK-2206,OSI-027,Hs-578-T,0
Vorinostat,Gemcitabine,BT-483,0
Palbociclib,Crizotinib,HCC1937,0
Luminespib,MK-1775,HCC1569,0
Irinotecan,Ruxolitinib,PANC-03-27,0
Lapatinib,Wee1 Inhibitor,CAMA-1,0
Cisplatin,MK-2206,EVSA-T,0
Bortezomib,SCH772984,BT-549,0
Temozolomide,KU-55933,HCC1419,0
Crizotinib,Irinotecan,PANC-04-03,0
OSI-027,Bortezomib,EFM-19,0
Vorinostat,Bortezomib,ZR-75-1,0
Taselisib,Crizotinib,HCC70,0
AZD7762,SB216763,SW1417,0
Linsitinib,MK-2206,NCI-H508,0
Axitinib,PF-4708671,T47D,0
Axitinib,Gemcitabine,CAL-51,0
AZD4547,MK-2206,SW620,0
Palbociclib,AZD8055,SNU-C2B,0
Paclitaxel,Galunisertib,MZ1-PC,0
Linsitinib,SCH772984,MFM-223,0
Bortezomib,Crizotinib,MDA-MB-453,0
OSI-027,Axitinib,HCC1419,0
Oxaliplatin,Navitoclax,SNU-C5,0
SCH772984,Linsitinib,KP-1N,0
5-Fluorouracil,Crizotinib,HCC1599,0
Linsitinib,Olaparib,AU565,0
Cisplatin,Navitoclax,EFM-192A,0
5-Fluorouracil,Linsitinib,KP-2,0
Dabrafenib,BMS-754807,SW1417,0
Linsitinib,MK-1775,BT-549,0
Linsitinib,BI-2536,ZR-75-1,0
Dactolisib,MK-1775,MZ1-PC,0
Taselisib,MK-2206,BT-20,0
MK-1775,SB505124,COLO-320-HSR,0
MK-2206,Alpelisib,CAL-120,0
MK-1775,Taselisib,KP-4,0
Crizotinib,Olaparib,SNU-81,0
Sorafenib,Gemcitabine,PL4,0
Taselisib,Bortezomib,ZR-75-30,0
Taselisib,Crizotinib,NCI-H716,0
Luminespib,Docetaxel,HCC1569,0
Linsitinib,Luminespib,CAL-85-1,0
Cisplatin,Palbociclib,CAMA-1,0
Taselisib,Crizotinib,SW1417,0
OSI-027,Temozolomide,CAL-51,0
Lapatinib,Paclitaxel,BT-549,0
Olaparib,Dabrafenib,CAL-51,0
Oxaliplatin,Cisplatin,PSN1,0
AZD8055,MK-1775,T84,0
Axitinib,Entinostat,HCC1569,0
Olaparib,BI-2536,HCC1599,0
Linsitinib,ZM447439,HCC1569,0
OSI-027,Axitinib,EVSA-T,0
Vorinostat,Navitoclax,HCC1143,0
MK-1775,Gemcitabine,BT-483,0
Navitoclax,Sorafenib,PSN1,1
Dasatinib,Ruxolitinib,SW1990,0
SB505124,AZD7762,RKO,0
Vorinostat,Tozasertib,BT-20,0
Taselisib,MK-1775,LS-123,0
Linsitinib,Crizotinib,HT-29,0
Gemcitabine,Sorafenib,HuP-T4,0
5-Fluorouracil,SB505124,NCI-H508,0
Axitinib,SCH772984,HCC2157,0
Docetaxel,Entinostat,T47D,0
Navitoclax,Temozolomide,CAL-85-1,0
5-Fluorouracil,Paclitaxel,MDA-MB-157,0
Olaparib,Nilotinib,HCC1937,0
MK-1775,SB216763,HCC70,0
Gemcitabine,Vorinostat,CAL-85-1,0
Bortezomib,MK-1775,HCC1806,0
Crizotinib,Navitoclax,RCM-1,0
Gemcitabine,AZD8055,BT-483,0
SB505124,Crizotinib,LS-180,0
Olaparib,MK-2206,PA-TU-8902,0
Irinotecan,Ruxolitinib,PA-TU-8902,0
Temozolomide,Sorafenib,JIMT-1,0
AZD7762,Bortezomib,EFM-192A,0
AZD7762,OSI-027,HCC2218,0
Gemcitabine,Navitoclax,KP-4,0
Sorafenib,Dasatinib,BxPC-3,0
BMS-754807,MK-2206,SNU-175,0
Bortezomib,Olaparib,HCC1806,0
Bortezomib,Vorinostat,BT-474,0
OSI-027,Taselisib,CFPAC-1,1
5-Fluorouracil,BI-2536,ZR-75-1,0
AZD7762,Doramapimod,BT-549,0
SB505124,Dabrafenib,SNU-407,0
Crizotinib,BI-2536,HCC1806,0
OSI-027,Docetaxel,HCC2218,0
AZD7762,Taselisib,HCC1500,0
Luminespib,SCH772984,HCC1806,0
Olaparib,Palbociclib,PANC-08-13,0
Gemcitabine,KU-55933,T47D,0
Navitoclax,Oxaliplatin,LS-123,0
Palbociclib,GSK269962A,HCC1500,0
SB216763,Camptothecin,SW948,0
BMS-754807,Taselisib,SNU-C5,0
Bortezomib,Axitinib,HCC1500,0
Temozolomide,BI-2536,MDA-MB-361,0
Lapatinib,Irinotecan,KP-4,0
Linsitinib,MK-1775,NCI-H508,0
Vorinostat,AZD8055,OCUB-M,0
AZD8055,Olaparib,T84,0
SCH772984,MK-1775,NCI-H747,0
Olaparib,SCH772984,HCT-15,0
Luminespib,Alpelisib,CAL-120,0
Camptothecin,Navitoclax,T84,0
Palbociclib,RO-3306,HCC1143,0
Crizotinib,Lapatinib,MDA-MB-175-VII,0
Linsitinib,Paclitaxel,HCC1419,0
Linsitinib,Gemcitabine,CAMA-1,0
SCH772984,Gemcitabine,KP-1N,0
Dasatinib,Oxaliplatin,HuP-T3,0
Paclitaxel,Taselisib,HuP-T4,1
Taselisib,AZD8055,EVSA-T,0
AZD4547,Taselisib,KM12,0
Olaparib,PF-4708671,HCC1569,0
Navitoclax,Entinostat,HCC38,1
Docetaxel,RO-3306,BT-549,0
Olaparib,GSK269962A,HCC1954,0
Lapatinib,Crizotinib,BT-549,0
AZD7762,SB216763,HT-115,0
Navitoclax,SB216763,NCI-H508,0
Taselisib,Temozolomide,HCC70,0
Camptothecin,MK-1775,SW620,0
Lapatinib,Docetaxel,MDA-MB-231,0
SCH772984,Dabrafenib,SW1417,0
Gemcitabine,Palbociclib,MDA-MB-415,0
MK-1775,Dactolisib,PANC-04-03,0
Navitoclax,Cisplatin,PANC-03-27,1
Navitoclax,Taselisib,MCF7,0
5-Fluorouracil,MK-2206,SNU-C2B,0
Galunisertib,Linsitinib,PANC-04-03,0
Navitoclax,Olaparib,CCK-81,0
Vorinostat,Luminespib,CAL-85-1,0
Crizotinib,NU7441,MRK-nu-1,0
Temozolomide,NU7441,DU-4475,0
OSI-027,Nilotinib,BT-474,0
OSI-027,Luminespib,CAL-148,0
OSI-027,Ruxolitinib,KP-4,0
Navitoclax,NU7441,ZR-75-30,0
Navitoclax,SB505124,HCT-15,0
MK-2206,AZD4547,SNU-C2B,0
Vorinostat,Lapatinib,MRK-nu-1,0
Cisplatin,Docetaxel,HCC2157,0
Linsitinib,OSI-027,PANC-04-03,0
Linsitinib,Dabrafenib,CAL-120,0
Docetaxel,Gemcitabine,EFM-192A,0
SB505124,Crizotinib,SW1116,0
Oxaliplatin,Galunisertib,CAPAN-2,0
Taselisib,MK-2206,HCC1806,0
OSI-027,PF-4708671,HCC1806,0
Docetaxel,Wee1 Inhibitor,BT-549,0
Dabrafenib,Olaparib,RCM-1,0
Docetaxel,Navitoclax,HCC1143,0
Crizotinib,MK-2206,UACC-812,0
Taselisib,BI-2536,BT-483,0
Palbociclib,Sorafenib,KP-2,0
OSI-027,Crizotinib,MRK-nu-1,1
Ruxolitinib,Crizotinib,YAPC,0
MK-1775,Axitinib,HCC1143,0
Taselisib,Sorafenib,MDA-MB-361,0
MK-1775,Navitoclax,HT-29,1
Crizotinib,Olaparib,JIMT-1,0
Olaparib,Dasatinib,PA-TU-8988T,0
MK-1775,MK-2206,LS-411N,0
Paclitaxel,Oxaliplatin,PANC-10-05,0
MK-2206,Paclitaxel,CAMA-1,0
Ruxolitinib,Crizotinib,KP-1N,0
Olaparib,Axitinib,HCC1806,0
Irinotecan,OSI-027,PA-TU-8988T,0
Palbociclib,AZD8055,BT-474,0
SB505124,Camptothecin,RKO,0
OSI-027,Entinostat,HCC2218,0
Sorafenib,Oxaliplatin,CAPAN-2,0
AZD7762,AZD8055,T47D,0
MK-1775,Nilotinib,BT-474,0
Irinotecan,Taselisib,CFPAC-1,0
Docetaxel,Lapatinib,HCC38,0
Linsitinib,Cisplatin,MDA-MB-361,0
Cisplatin,AZD7762,MDA-MB-468,1
MK-2206,Galunisertib,MIA-PaCa-2,0
Dabrafenib,SB505124,NCI-H508,0
MK-1775,Ruxolitinib,YAPC,0
BMS-754807,Taselisib,DiFi,0
AZD7762,Temozolomide,BT-474,0
AZD8055,Crizotinib,SNU-C1,0
Ruxolitinib,Linsitinib,CAPAN-1,0
Luminespib,Wee1 Inhibitor,CAL-148,0
Irinotecan,Paclitaxel,KP-2,0
OSI-027,Palbociclib,PANC-02-03,0
Cisplatin,Alpelisib,UACC-893,0
Taselisib,Tozasertib,BT-549,0
SB216763,MK-1775,GP5d,0
Oxaliplatin,Palbociclib,SW948,0
BMS-754807,Linsitinib,GP5d,0
Vorinostat,KU-55933,HCC2157,0
Temozolomide,SB216763,T47D,0
Linsitinib,Camptothecin,MDA-MB-468,0
Oxaliplatin,Cisplatin,PANC-04-03,0
MK-1775,Linsitinib,HCC2218,0
Lapatinib,KU-55933,MDA-MB-415,0
Cisplatin,NU7441,T47D,0
Docetaxel,AZD7762,HCC1599,0
MK-2206,5-Fluorouracil,MDA-MB-453,0
Lapatinib,Entinostat,MDA-MB-231,0
Oxaliplatin,SB216763,SW1116,0
OSI-027,Alpelisib,AU565,0
OSI-027,GSK269962A,ZR-75-30,0
Gemcitabine,Navitoclax,YAPC,1
MK-2206,Linsitinib,HCC2998,1
Dabrafenib,MK-1775,RKO,0
Linsitinib,Navitoclax,EVSA-T,0
Bortezomib,Alpelisib,MDA-MB-415,0
SCH772984,Dabrafenib,SW1116,0
Docetaxel,Crizotinib,BT-474,0
BMS-754807,Taselisib,RCM-1,0
Luminespib,Docetaxel,HCC1187,0
AZD7762,Sorafenib,MDA-MB-361,0
Crizotinib,Vinorelbine,HT55,0
MK-1775,Ruxolitinib,PANC-02-03,0
Crizotinib,Sorafenib,T47D,0
OSI-027,Taselisib,HCC1569,0
AZD8055,MK-1775,HT-29,0
Olaparib,SB216763,HCC70,0
AZD4547,BMS-754807,LS-411N,0
OSI-027,Navitoclax,HCC1187,0
Olaparib,KU-55933,HCC1428,0
Navitoclax,Irinotecan,SU8686,0
Lapatinib,Nilotinib,MDA-MB-436,0
Irinotecan,MK-2206,PSN1,0
MK-1775,Lapatinib,EFM-19,0
Linsitinib,Dactolisib,AsPC-1,0
Crizotinib,Olaparib,CAPAN-1,0
MK-1775,Taselisib,SW948,0
Dabrafenib,Vinorelbine,KM12,0
Palbociclib,RO-3306,MDA-MB-468,0
Cisplatin,Wee1 Inhibitor,CAMA-1,0
Palbociclib,Sorafenib,MDA-MB-231,0
Temozolomide,Navitoclax,MDA-MB-231,0
Linsitinib,Navitoclax,SW48,0
Axitinib,Sorafenib,EVSA-T,0
Luminespib,OSI-027,HDQ-P1,0
MK-1775,NU7441,T47D,0
Gemcitabine,Dabrafenib,MDA-MB-415,0
Bortezomib,Taselisib,CAMA-1,0
Linsitinib,Vorinostat,EFM-19,0
SCH772984,Paclitaxel,PA-TU-8988T,0
MK-1775,Oxaliplatin,SW948,0
Galunisertib,OSI-027,BxPC-3,0
Navitoclax,SCH772984,NCI-H716,1
Gemcitabine,SB216763,MDA-MB-415,0
Galunisertib,Cisplatin,MIA-PaCa-2,0
MK-2206,Palbociclib,UACC-893,0
MK-1775,Paclitaxel,HCC1419,0
SCH772984,AZD7762,PANC-04-03,0
Navitoclax,Crizotinib,CAMA-1,1
Taselisib,Paclitaxel,COLO-824,0
Linsitinib,Lapatinib,MDA-MB-231,0
MK-1775,MK-2206,AU565,0
Gemcitabine,SB216763,EVSA-T,0
Olaparib,NU7441,AU565,0
AZD7762,Dabrafenib,MDA-MB-436,0
MK-2206,Sorafenib,AsPC-1,0
Navitoclax,Vorinostat,HCC1599,0
OSI-027,Galunisertib,HPAC,0
MK-2206,Lapatinib,KP-3,0
Camptothecin,MK-1775,LS-123,0
5-Fluorouracil,Navitoclax,HT-115,0
SB505124,Taselisib,SW948,0
AZD4547,Linsitinib,SNU-C1,0
Paclitaxel,MK-1775,HuP-T3,0
Bortezomib,Temozolomide,MDA-MB-453,0
Taselisib,MK-2206,HCC1569,0
Linsitinib,Galunisertib,CFPAC-1,0
Bortezomib,Dabrafenib,HCC1937,0
MK-2206,AZD8055,MCF7,0
Crizotinib,Oxaliplatin,SK-CO-1,0
Palbociclib,Ruxolitinib,SUIT-2,0
MK-1775,Taselisib,HCC1428,0
OSI-027,Taselisib,HCC1187,0
Navitoclax,AZD7762,MIA-PaCa-2,0
OSI-027,MK-2206,PANC-10-05,0
MK-2206,SCH772984,MDA-MB-157,0
BMS-754807,AZD4547,COLO-205,0
Vorinostat,Gemcitabine,MDA-MB-175-VII,0
Taselisib,RO-3306,MDA-MB-415,0
Dabrafenib,5-Fluorouracil,COLO-205,0
Docetaxel,KU-55933,BT-20,0
Palbociclib,SB216763,CAL-51,0
Axitinib,Alpelisib,CAL-85-1,0
AZD7762,RO-3306,T47D,0
SCH772984,Palbociclib,NCI-H747,0
Axitinib,Cisplatin,ZR-75-30,0
MK-1775,GSK269962A,MDA-MB-436,0
Temozolomide,Luminespib,HCC1569,0
Olaparib,Oxaliplatin,KP-2,0
Camptothecin,Vinorelbine,GP5d,0
5-Fluorouracil,Entinostat,HCC38,0
AZD4547,Crizotinib,MDST8,0
Lapatinib,MK-2206,HDQ-P1,1
Cisplatin,Palbociclib,T47D,0
MK-2206,Axitinib,MDA-MB-231,0
Docetaxel,Temozolomide,HCC1395,0
Luminespib,Paclitaxel,ZR-75-30,0
Crizotinib,SCH772984,COLO-824,0
Irinotecan,Gemcitabine,DAN-G,0
Axitinib,Wee1 Inhibitor,BT-474,0
MK-1775,Oxaliplatin,NCI-H508,0
MK-1775,Navitoclax,MZ1-PC,1
Palbociclib,NU7441,HCC70,0
Ruxolitinib,MK-2206,PA-TU-8988T,0
Axitinib,Crizotinib,ZR-75-30,0
OSI-027,MK-2206,HCC1937,0
Axitinib,Crizotinib,HCC1806,0
Temozolomide,AZD7762,HCC1954,0
Navitoclax,Crizotinib,LS-513,0
MK-2206,RO-3306,HCC1599,0
Oxaliplatin,MK-2206,PSN1,0
5-Fluorouracil,Navitoclax,PANC-02-03,1
Olaparib,Crizotinib,PA-TU-8902,0
Crizotinib,Linsitinib,CAL-85-1,0
Palbociclib,MK-1775,CFPAC-1,0
Lapatinib,Tozasertib,MRK-nu-1,0
SB216763,Taselisib,CaR-1,0
