drug_a,drug_b,cell_line,synergy
Luminespib,BI-2536,HCC1954,0
Taselisib,MK-2206,HCC70,0
Vorinostat,Lapatinib,ZR-75-30,0
Lapatinib,Alisertib,EVSA-T,0
PD173074,Ribociclib,BT-20,0
AZD7762,Uprosertib,MFM-223,0
SB216763,SB505124,HT-29,0
AZD7762,MK-2206,HCC1187,0
Gemcitabine,Sapitinib,EFM-19,0
Dabrafenib,Taselisib,SW1417,0
OSI-027,SCH772984,SUIT-2,0
AZD7762,SB216763,SW1463,0
5-Fluorouracil,Navitoclax,HCC2157,0
Luminespib,MK-2206,MDA-MB-175-VII,0
Sapitinib,Vorinostat,ZR-75-1,0
Cisplatin,Navitoclax,MDA-MB-453,0
Docetaxel,BI-2536,T47D,0
Gemcitabine,Lapatinib,HPAC,0
Gemcitabine,5-Fluorouracil,HDQ-P1,0
Taselisib,SB216763,MCF7,0
PD173074,GSK269962A,HCC1806,1
Lapatinib,SB216763,HCC70,0
PD173074,Tozasertib,BT-483,0
Taselisib,Luminespib,HCC1954,0
Taselisib,Linsitinib,ZR-75-1,0
Oxaliplatin,Ruxolitinib,PANC-04-03,0
PD173074,Sapitinib,COLO-824,0
Cisplatin,ZM447439,MDA-MB-453,0
Pictilisib,Linsitinib,UACC-812,0
Ruxolitinib,Lapatinib,PSN1,0
Taselisib,ZM447439,ZR-75-1,0
Ruxolitinib,Irinotecan,HuP-T3,0
MK-2206,Axitinib,CAL-85-1,0
MK-2206,AZD7762,HCC202,0
Vorinostat,Linsitinib,T47D,0
AZD7762,Uprosertib,BT-549,0
5-Fluorouracil,Linsitinib,MCF7,0
Linsitinib,Afatinib,SW1417,0
Luminespib,RO-3306,MDA-MB-468,0
Navitoclax,AZD7762,HT-115,0
Vorinostat,MK-2206,CAL-85-1,1
Lapatinib,OSI-027,PA-TU-8902,0
MK-2206,SCH772984,SW1463,1
Linsitinib,OSI-027,SUIT-2,1
Vorinostat,MK-1775,COLO-824,0
Afatinib,Trametinib,LS-123,0
Cisplatin,Taselisib,ZR-75-1,0
Taselisib,Trametinib,SK-CO-1,0
Cisplatin,Tozasertib,EVSA-T,1
5-Fluorouracil,AZD7762,T84,0
Docetaxel,Axitinib,ZR-75-1,0
5-Fluorouracil,MK-1775,HCC2218,0
5-Fluorouracil,SCH772984,CFPAC-1,0
AZD7762,Tozasertib,HCC70,0
Taselisib,Ribociclib,MDA-MB-175-VII,0
Cisplatin,Bortezomib,BT-474,0
Irinotecan,MK-2206,KP-2,0
AZD7762,JQ1,COLO-824,0
MK-2206,MK-1775,HCC38,0
Gemcitabine,Entinostat,CAL-51,0
Gemcitabine,Cisplatin,CAL-85-1,0
SCH772984,Taselisib,CL-11,1
Linsitinib,Paclitaxel,MDA-MB-231,0
Navitoclax,NU7441,CAL-51,1
Linsitinib,KU-55933,HDQ-P1,0
Lapatinib,Afatinib,HCC38,0
Bortezomib,OSI-027,MDA-MB-415,0
Navitoclax,Lapatinib,MRK-nu-1,1
5-Fluorouracil,SCH772984,BT-483,0
SB505124,Navitoclax,KM12,0
Gemcitabine,Lapatinib,SUIT-2,0
PD173074,Cisplatin,T47D,0
Sapitinib,GSK269962A,MDA-MB-330,0
OSI-027,Dabrafenib,ZR-75-1,0
SCH772984,Irinotecan,PA-TU-8988T,0
Bortezomib,OSI-027,Hs-578-T,0
AZD7762,Oxaliplatin,SW948,0
SCH772984,LGK974,C2BBe1,0
Linsitinib,Gemcitabine,COLO-824,0
MK-1775,Vinorelbine,SW837,0
Taselisib,Afatinib,SW1417,0
Navitoclax,Erlotinib,SU8686,0
MK-2206,OSI-027,CAL-85-1,1
Luminespib,JQ1,AU565,0
Bortezomib,Tozasertib,MDA-MB-157,0
Ruxolitinib,Taselisib,SW1990,0
Pictilisib,Gemcitabine,BT-483,0
5-Fluorouracil,Pictilisib,HCC1143,0
MK-1775,Vorinostat,BT-549,0
Linsitinib,AZD7762,HCT-116,1
Pictilisib,Docetaxel,HCC1937,0
Afatinib,MK-1775,T84,0
Axitinib,MK-1775,COLO-824,0
MK-2206,Docetaxel,CAL-120,0
Sapitinib,Vorinostat,HCC38,0
Pictilisib,Vorinostat,HCC70,0
Vorinostat,Wee1 Inhibitor,HDQ-P1,0
MK-1775,Cisplatin,BT-483,0
OSI-027,SB216763,HCC1143,0
Trametinib,Sapitinib,MDA-MB-453,0
Gemcitabine,Venetoclax,ZR-75-1,0
MK-2206,Taselisib,HCC1419,0
Dasatinib,Gemcitabine,AsPC-1,0
Luminespib,Navitoclax,HCC1569,0
Cisplatin,Docetaxel,JIMT-1,0
5-Fluorouracil,MK-1775,PANC-03-27,0
Linsitinib,Dasatinib,CAPAN-2,0
MK-1775,Venetoclax,MFM-223,0
Linsitinib,Wee1 Inhibitor,CAL-51,0
AZD7762,Sapitinib,HCC1428,0
Linsitinib,Navitoclax,SW1417,0
MK-1775,Sapitinib,SNU-C1,0
PD173074,Venetoclax,AU565,0
Docetaxel,PD173074,HCC70,0
Dactolisib,LGK974,PANC-04-03,0
Taselisib,JQ1,CAL-148,0
Taselisib,Entinostat,HCC1143,0
Erlotinib,AZD7762,AsPC-1,0
Sapitinib,ZM447439,MDA-MB-231,0
OSI-027,Lapatinib,SU8686,0
5-Fluorouracil,AZD7762,BT-20,1
Docetaxel,Luminespib,MDA-MB-436,0
5-Fluorouracil,MK-2206,HCC2218,0
MK-1775,Taselisib,PANC-04-03,0
Dabrafenib,5-Fluorouracil,COLO-678,0
Taselisib,Navitoclax,CAL-120,0
Sapitinib,NU7441,T47D,0
Taselisib,Navitoclax,NCI-H508,0
Bortezomib,OSI-027,EFM-19,0
MK-1775,Ruxolitinib,HPAC,0
Taselisib,Gemcitabine,HCC38,0
LGK974,OSI-027,HuP-T3,0
Axitinib,MK-1775,HCC1954,0
Gemcitabine,5-Fluorouracil,ZR-75-30,0
Navitoclax,AZD6482,MDA-MB-330,0
Sapitinib,Trametinib,COLO-205,0
Docetaxel,Luminespib,HDQ-P1,0
Irinotecan,Navitoclax,HuP-T3,0
Linsitinib,Vinorelbine,GP5d,0
Taselisib,Luminespib,MFM-223,0
Vorinostat,GSK269962A,MDA-MB-157,0
Taselisib,MK-2206,HT-115,0
Taselisib,Oxaliplatin,SW948,0
Vorinostat,Alisertib,MDA-MB-157,0
5-Fluorouracil,Irinotecan,PA-TU-8988T,0
Lapatinib,Axitinib,OCUB-M,0
Navitoclax,Dabrafenib,SNU-C2B,0
MK-2206,Pictilisib,CAL-85-1,0
AZD7762,Paclitaxel,PSN1,0
Luminespib,Sapitinib,HCC1395,0
SCH772984,5-Fluorouracil,SUIT-2,0
Bortezomib,AZD7762,BT-474,0
SB216763,5-Fluorouracil,SNU-1040,0
Cisplatin,Navitoclax,MCF7,0
Cisplatin,NU7441,BT-549,0
Linsitinib,Navitoclax,MDA-MB-157,0
AZD7762,MK-1775,HCC2157,0
AZD7762,Linsitinib,GP5d,0
Irinotecan,Cisplatin,MZ1-PC,0
Navitoclax,Tozasertib,MDA-MB-231,1
OSI-027,Axitinib,CAMA-1,0
Dasatinib,Erlotinib,PANC-04-03,0
SB505124,SB216763,HCT-116,0
Bortezomib,Navitoclax,BT-474,0
Vorinostat,Wee1 Inhibitor,T47D,0
Docetaxel,Vorinostat,HCC1419,0
Trametinib,Alisertib,MDA-MB-468,0
5-Fluorouracil,Afatinib,SNU-407,0
AZD7762,Tozasertib,EFM-192A,0
5-Fluorouracil,Venetoclax,EVSA-T,0
Navitoclax,Trametinib,PANC-08-13,1
Bortezomib,Axitinib,HCC1569,0
Dabrafenib,Oxaliplatin,T84,0
MK-2206,NU7441,BT-483,0
PD173074,KU-55933,Hs-578-T,0
SCH772984,OSI-027,PANC-04-03,1
Docetaxel,BI-2536,CAL-120,0
Erlotinib,Navitoclax,Hs-766T,0
Cisplatin,AZD6482,MCF7,0
SB216763,MK-1775,SNU-C5,0
Gemcitabine,GSK269962A,HCC1419,0
OSI-027,MK-2206,JIMT-1,1
AZD7762,5-Fluorouracil,DU-4475,1
AZD7762,Venetoclax,MRK-nu-1,0
Trametinib,AZD7762,KM12,0
5-Fluorouracil,Vinorelbine,SW48,0
Pictilisib,Sapitinib,Hs-578-T,1
Oxaliplatin,Sapitinib,MDST8,0
MK-2206,Irinotecan,KP-2,0
Linsitinib,RO-3306,CAL-148,0
LGK974,Dactolisib,Hs-766T,0
Axitinib,Sapitinib,BT-483,0
Sapitinib,Dabrafenib,SW1116,0
MK-1775,SB216763,MDA-MB-175-VII,0
Dabrafenib,Sapitinib,CL-11,0
Linsitinib,AZD7762,HCC1954,0
Linsitinib,MK-1775,HuP-T4,0
Dactolisib,Oxaliplatin,PANC-10-05,0
Lapatinib,Alisertib,HCC70,0
Sapitinib,JQ1,ZR-75-1,0
Sapitinib,AZD6482,HCC2218,0
Trametinib,Navitoclax,KM12,0
Trametinib,SB505124,HCT-116,0
5-Fluorouracil,JQ1,MDA-MB-436,0
AZD7762,PF-4708671,CAL-148,0
OSI-027,5-Fluorouracil,HPAC,0
Paclitaxel,5-Fluorouracil,BxPC-3,0
Trametinib,Linsitinib,BT-549,0
Gemcitabine,Alisertib,HCC1395,0
Sapitinib,BI-2536,ZR-75-30,1
Lapatinib,RO-3306,MDA-MB-415,0
Paclitaxel,Dactolisib,HuP-T3,0
Trametinib,Linsitinib,CFPAC-1,0
MK-2206,Oxaliplatin,CAPAN-2,0
MK-1775,Bortezomib,HCC1806,0
SCH772984,LGK974,SW1116,0
OSI-027,Trametinib,MDA-MB-175-VII,0
MK-2206,Gemcitabine,JIMT-1,0
Taselisib,SCH772984,CW-2,0
SB216763,Sapitinib,LS-513,0
Taselisib,SB216763,HCC70,0
LGK974,Sapitinib,KM12,0
Luminespib,Lapatinib,MDA-MB-468,0
5-Fluorouracil,Taselisib,HPAC,0
5-Fluorouracil,JQ1,EVSA-T,0
Lapatinib,Trametinib,DU-4475,0
OSI-027,Gemcitabine,EFM-192A,0
SB216763,SCH772984,HT-115,1
MK-2206,Navitoclax,PSN1,0
Linsitinib,SCH772984,HCC1428,0
Taselisib,Bortezomib,CAL-148,1
MK-1775,SCH772984,LS-411N,0
Linsitinib,Ruxolitinib,PANC-03-27,0
MK-1775,Uprosertib,MFM-223,0
Navitoclax,Lapatinib,CAL-85-1,1
Taselisib,Docetaxel,HCC1187,0
Sapitinib,Paclitaxel,MRK-nu-1,0
Cisplatin,OSI-027,PANC-08-13,0
Trametinib,JQ1,MDA-MB-175-VII,0
PD173074,Paclitaxel,HCC1937,0
MK-2206,Dactolisib,PSN1,0
Oxaliplatin,Trametinib,PANC-08-13,0
Gemcitabine,Alisertib,MDA-MB-453,0
Navitoclax,SCH772984,DAN-G,1
Docetaxel,Sapitinib,HCC2218,0
MK-1775,SCH772984,MRK-nu-1,0
Lapatinib,Taselisib,HCC1954,0
Sapitinib,Navitoclax,SNU-C2B,0
Trametinib,MK-2206,COLO-824,0
Lapatinib,PD173074,COLO-824,0
Axitinib,MK-2206,ZR-75-30,0
Gemcitabine,Pictilisib,BT-20,0
Oxaliplatin,MK-1775,KP-2,0
Trametinib,Oxaliplatin,COLO-205,0
MK-2206,Afatinib,MDA-MB-231,0
Gemcitabine,Bortezomib,T47D,0
Gemcitabine,Luminespib,HCC2157,0
Lapatinib,Wee1 Inhibitor,CAL-51,0
Vorinostat,Docetaxel,HCC1599,1
Luminespib,KU-55933,BT-549,0
Docetaxel,Lapatinib,EVSA-T,0
MK-2206,SB505124,CCK-81,0
AZD7762,RO-3306,ZR-75-1,0
Taselisib,Luminespib,HCC1395,0
Navitoclax,Tozasertib,MRK-nu-1,1
Trametinib,Oxaliplatin,CL-11,0
Taselisib,SB216763,MDA-MB-361,0
Lapatinib,MK-2206,PANC-08-13,0
Linsitinib,AZD7762,MDA-MB-468,0
Trametinib,Dabrafenib,MDA-MB-175-VII,0
Gemcitabine,Pictilisib,MDA-MB-415,0
Vorinostat,AZD7762,HCC2218,0
Pictilisib,AZD7762,MDA-MB-453,0
Gemcitabine,AZD6482,MDA-MB-231,0
Docetaxel,KU-55933,BT-549,0
AZD7762,SB216763,SNU-175,0
Taselisib,Tozasertib,HCC1428,0
Dasatinib,MK-1775,PSN1,0
MK-1775,Linsitinib,MRK-nu-1,0
Dasatinib,Ruxolitinib,PANC-03-27,0
Trametinib,Navitoclax,CaR-1,0
SB505124,SCH772984,LS-513,0
Navitoclax,Trametinib,HCC1419,0
AZD7762,Cisplatin,PANC-03-27,1
Gemcitabine,KU-55933,BT-474,0
OSI-027,Dabrafenib,HCC1954,0
Linsitinib,Alisertib,MDA-MB-361,0
Sapitinib,Afatinib,LS-411N,0
Oxaliplatin,Paclitaxel,YAPC,0
PD173074,Docetaxel,HCC202,0
Sapitinib,Vinorelbine,SW948,0
Bortezomib,Afatinib,HCC70,1
Vinorelbine,MK-1775,COLO-678,0
LGK974,Cisplatin,PANC-10-05,0
Taselisib,NU7441,Hs-578-T,0
SB216763,SCH772984,SW1417,0
SB505124,SCH772984,SW48,0
MK-1775,Vorinostat,MDA-MB-415,0
Cisplatin,Venetoclax,HCC2218,0
Navitoclax,RO-3306,HCC1954,0
MK-2206,JQ1,HCC1806,0
5-Fluorouracil,Paclitaxel,OCUB-M,0
Bortezomib,OSI-027,HCC1187,0
Dabrafenib,Afatinib,SW1417,1
Pictilisib,JQ1,HCC38,0
Taselisib,PF-4708671,BT-474,0
AZD7762,Gemcitabine,BT-474,0
MK-1775,OSI-027,HCC1937,0
Navitoclax,MK-2206,SW1463,0
Sapitinib,Uprosertib,EFM-192A,1
5-Fluorouracil,Pictilisib,HCC1395,0
LGK974,SCH772984,COLO-205,0
AZD7762,MK-2206,HCC1143,0
OSI-027,Cisplatin,OCUB-M,0
MK-2206,Dabrafenib,T84,0
Dasatinib,Taselisib,PANC-02-03,0
LGK974,Oxaliplatin,MDST8,0
Gemcitabine,AZD6482,BT-549,0
5-Fluorouracil,Vorinostat,HCC38,0
Luminespib,ZM447439,MDA-MB-453,0
Taselisib,Wee1 Inhibitor,HCC38,0
Vorinostat,Luminespib,EFM-19,0
MK-2206,Docetaxel,HCC1428,0
AZD7762,Uprosertib,MRK-nu-1,0
PD173074,Linsitinib,HCC1187,0
5-Fluorouracil,Alisertib,HDQ-P1,0
Linsitinib,Nilotinib,BT-474,0
Vorinostat,Trametinib,BT-483,0
SCH772984,Oxaliplatin,CCK-81,0
OSI-027,Linsitinib,DAN-G,1
MK-2206,Dasatinib,KP-2,0
MK-2206,PD173074,HCC1599,0
Trametinib,MK-2206,NCI-H508,0
Oxaliplatin,SB505124,SK-CO-1,0
Lapatinib,MK-2206,KP-2,1
5-Fluorouracil,Linsitinib,PSN1,0
Docetaxel,Afatinib,EFM-19,0
AZD7762,Linsitinib,MCF7,0
Gemcitabine,MK-2206,PANC-04-03,0
Navitoclax,Gemcitabine,BT-483,0
Taselisib,SCH772984,PANC-08-13,0
Axitinib,Pictilisib,MDA-MB-468,0
Navitoclax,NU7441,CAL-120,0
OSI-027,Paclitaxel,DAN-G,0
Taselisib,MK-2206,SW837,0
MK-2206,5-Fluorouracil,MDA-MB-415,0
Vorinostat,Dabrafenib,COLO-824,0
MK-2206,Cisplatin,CAL-148,0
Docetaxel,Dabrafenib,MCF7,0
Docetaxel,Lapatinib,T47D,0
Navitoclax,KU-55933,HCC2218,0
Oxaliplatin,Linsitinib,SW1417,0
5-Fluorouracil,JQ1,MCF7,0
Navitoclax,Sapitinib,MFM-223,0
AZD7762,NU7441,MDA-MB-453,0
5-Fluorouracil,Alisertib,CAL-85-1,0
5-Fluorouracil,Venetoclax,HCC1500,0
5-Fluorouracil,Oxaliplatin,KP-1N,0
MK-2206,PF-4708671,EFM-19,0
Pictilisib,PD173074,MDA-MB-157,0
MK-1775,Wee1 Inhibitor,COLO-824,0
Lapatinib,OSI-027,MDA-MB-468,0
MK-2206,MK-1775,HCC1428,0
AZD7762,GSK269962A,JIMT-1,0
Navitoclax,Entinostat,HCC1806,0
Trametinib,Navitoclax,HCC38,0
MK-1775,AZD6482,HCC1428,0
Trametinib,Gemcitabine,PANC-03-27,0
Navitoclax,Bortezomib,HCC2218,0
MK-2206,AZD7762,ZR-75-30,0
Taselisib,PF-4708671,CAL-85-1,0
AZD7762,Alisertib,HCC1937,0
Lapatinib,Paclitaxel,CAPAN-2,0
PD173074,MK-1775,ZR-75-30,0
Axitinib,Docetaxel,BT-483,0
SB505124,SCH772984,SNU-1040,0
Cisplatin,Erlotinib,KP-1N,0
MK-1775,Trametinib,BT-483,0
MK-2206,AZD6482,MDA-MB-436,0
Linsitinib,Lapatinib,HCC1954,0
Dasatinib,Taselisib,SUIT-2,0
MK-2206,Ruxolitinib,PL4,0
Navitoclax,Gemcitabine,CFPAC-1,0
Vorinostat,Bortezomib,HCC1599,0
Sapitinib,MK-1775,SNU-175,0
Taselisib,ZM447439,BT-549,0
AZD7762,Cisplatin,OCUB-M,1
SB216763,SCH772984,SK-CO-1,0
PD173074,Tozasertib,HCC1395,0
Pictilisib,AZD7762,HCC70,0
5-Fluorouracil,Paclitaxel,DU-4475,0
Cisplatin,Bortezomib,HCC2157,0
Oxaliplatin,MK-1775,SW837,0
Taselisib,Oxaliplatin,LS-411N,0
Navitoclax,MK-1775,HCC1187,0
Navitoclax,NU7441,HCC70,1
Trametinib,MK-1775,MDA-MB-453,0
Dactolisib,MK-1775,AsPC-1,0
Linsitinib,Trametinib,YAPC,0
Vorinostat,Tozasertib,HCC1569,0
Linsitinib,PF-4708671,CAL-148,0
PD173074,RO-3306,Hs-578-T,0
Paclitaxel,Erlotinib,CAPAN-1,0
OSI-027,Uprosertib,HCC1954,0
Vinorelbine,Navitoclax,SW1417,0
Sapitinib,SCH772984,MDA-MB-468,0
PD173074,BI-2536,HCC1599,0
Cisplatin,PD173074,HCC1954,0
Sapitinib,Docetaxel,EVSA-T,0
Cisplatin,Taselisib,HuP-T4,0
Sapitinib,Afatinib,GP5d,0
Gemcitabine,Cisplatin,MDA-MB-175-VII,0
Linsitinib,MK-1775,MIA-PaCa-2,0
Docetaxel,Entinostat,MDA-MB-436,0
MK-2206,Linsitinib,BT-483,0
PD173074,AZD6482,CAL-85-1,0
MK-1775,AZD7762,PANC-10-05,0
5-Fluorouracil,JQ1,HCC38,0
Navitoclax,PD173074,CAL-120,1
AZD7762,BI-2536,MDA-MB-453,0
AZD7762,Afatinib,HCC1143,0
Taselisib,MK-1775,SNU-C5,0
LGK974,Afatinib,GP5d,0
5-Fluorouracil,Linsitinib,SW1990,0
AZD7762,Sapitinib,MDA-MB-453,0
Afatinib,MK-2206,LS-123,0
Taselisib,MK-2206,SK-CO-1,0
Luminespib,AZD6482,MCF7,0
AZD7762,Vorinostat,HCC1954,0
Vorinostat,SCH772984,ZR-75-30,0
SB505124,Taselisib,HCT-116,0
SCH772984,Dabrafenib,KM12,0
Navitoclax,GSK269962A,MDA-MB-175-VII,1
Luminespib,Alisertib,HCC1937,0
AZD7762,Erlotinib,AsPC-1,0
Trametinib,5-Fluorouracil,CAL-120,0
Gemcitabine,Uprosertib,OCUB-M,0
MK-2206,5-Fluorouracil,MCF7,0
Gemcitabine,BI-2536,BT-474,0
Linsitinib,Alisertib,AU565,1
Oxaliplatin,Taselisib,HT55,0
Trametinib,Navitoclax,RCM-1,0
MK-2206,SB216763,MCF7,1
Taselisib,Luminespib,UACC-893,0
MK-2206,MK-1775,SW48,0
5-Fluorouracil,Navitoclax,LS-123,0
AZD7762,Dabrafenib,HCC1954,0
LGK974,Linsitinib,KP-3,0
Gemcitabine,Tozasertib,HCC1187,0
Axitinib,BI-2536,COLO-824,0
Docetaxel,AZD7762,HCC2218,0
Linsitinib,Uprosertib,MDA-MB-468,1
Trametinib,5-Fluorouracil,SNU-C1,0
Lapatinib,Navitoclax,DAN-G,1
SB505124,Sapitinib,SW48,0
MK-2206,Navitoclax,BxPC-3,0
MK-1775,MK-2206,MCF7,0
Docetaxel,SB216763,HCC38,0
MK-1775,Pictilisib,HCC1187,0
Lapatinib,Dasatinib,HuP-T3,0
AZD7762,Docetaxel,CAL-51,0
Lapatinib,MK-2206,HCC1187,0
Luminespib,MK-1775,CAL-51,0
Dabrafenib,Afatinib,DiFi,0
Axitinib,Pictilisib,AU565,0
MK-1775,PD173074,HCC202,0
Vinorelbine,5-Fluorouracil,LS-411N,0
Gemcitabine,MK-2206,COLO-824,0
OSI-027,Nilotinib,MCF7,0
Axitinib,KU-55933,EFM-192A,0
Ruxolitinib,AZD7762,SU8686,0
Oxaliplatin,Gemcitabine,KP-1N,0
LGK974,Ruxolitinib,KP-2,0
AZD7762,Taselisib,KP-3,0
5-Fluorouracil,MK-1775,HCC1187,0
Taselisib,5-Fluorouracil,DiFi,0
Vorinostat,Entinostat,MDA-MB-175-VII,0
SB216763,Sapitinib,SNU-C5,0
Vinorelbine,Navitoclax,HT55,1
Bortezomib,Linsitinib,DU-4475,0
Trametinib,Cisplatin,CAPAN-2,0
Lapatinib,PD173074,HCC38,0
Trametinib,OSI-027,KP-1N,0
Vorinostat,Luminespib,HCC1143,0
Oxaliplatin,Navitoclax,COLO-320-HSR,1
SB216763,Trametinib,HCT-15,0
Sapitinib,AZD7762,EFM-192A,0
MK-1775,Linsitinib,NCI-H716,0
PD173074,MK-1775,MDA-MB-468,0
SCH772984,Ruxolitinib,PANC-10-05,0
Linsitinib,OSI-027,SU8686,0
OSI-027,Gemcitabine,HCC70,0
Axitinib,Afatinib,CAL-120,0
MK-1775,SCH772984,SNU-C2B,0
Luminespib,Axitinib,MDA-MB-415,0
Lapatinib,SCH772984,PA-TU-8988T,0
Bortezomib,Nilotinib,COLO-824,0
Linsitinib,Taselisib,HCC2218,0
Bortezomib,RO-3306,HCC38,0
OSI-027,PF-4708671,EFM-19,0
Sapitinib,Oxaliplatin,HT-115,0
AZD7762,MK-1775,T84,0
Navitoclax,MK-1775,LS-123,0
Trametinib,Luminespib,MDA-MB-175-VII,0
MK-1775,Linsitinib,SW48,0
AZD7762,Ribociclib,MDA-MB-415,0
Vorinostat,5-Fluorouracil,HCC70,0
Linsitinib,Oxaliplatin,NCI-H508,0
Trametinib,BI-2536,MDA-MB-231,0
Docetaxel,MK-1775,CAL-148,0
Cisplatin,OSI-027,Hs-766T,0
OSI-027,Venetoclax,DU-4475,0
Axitinib,JQ1,EFM-192A,0
MK-1775,AZD7762,HCC1937,0
5-Fluorouracil,Dactolisib,KP-1N,0
Oxaliplatin,5-Fluorouracil,NCI-H508,0
Oxaliplatin,Sapitinib,CCK-81,0
Gemcitabine,MK-2206,AU565,0
AZD7762,PF-4708671,MCF7,0
Gemcitabine,Ribociclib,BT-483,0
LGK974,Vinorelbine,SW1116,0
Ruxolitinib,LGK974,PA-TU-8988T,0
Taselisib,AZD6482,T47D,0
MK-1775,Pictilisib,MDA-MB-436,0
Linsitinib,Venetoclax,CAL-85-1,0
Lapatinib,Taselisib,HCC2157,1
AZD7762,Luminespib,JIMT-1,0
Lapatinib,LGK974,KP-4,0
Docetaxel,Vorinostat,MCF7,0
Sapitinib,5-Fluorouracil,HCC1187,0
SB216763,5-Fluorouracil,SW1116,0
Navitoclax,AZD6482,BT-474,0
MK-2206,Taselisib,HuP-T4,0
MK-2206,Axitinib,HCC1143,0
LGK974,Trametinib,LS-513,0
OSI-027,ZM447439,MDA-MB-175-VII,0
AZD7762,Axitinib,HCC1569,0
Trametinib,Nilotinib,MDA-MB-453,0
Vorinostat,Docetaxel,MDA-MB-436,0
MK-1775,Axitinib,JIMT-1,0
Lapatinib,Linsitinib,HPAC,1
Taselisib,MK-1775,T84,0
Bortezomib,ZM447439,HCC2157,0
5-Fluorouracil,AZD6482,COLO-824,0
Axitinib,SCH772984,MDA-MB-468,0
Sapitinib,BI-2536,DU-4475,0
AZD7762,Erlotinib,PANC-10-05,0
Docetaxel,MK-2206,AU565,0
Taselisib,Bortezomib,OCUB-M,0
Cisplatin,Tozasertib,MDA-MB-330,0
Paclitaxel,Cisplatin,SU8686,0
Taselisib,Navitoclax,KP-4,0
Taselisib,Gemcitabine,AU565,0
SCH772984,Taselisib,DiFi,0
AZD7762,Navitoclax,BT-474,0
Docetaxel,Gemcitabine,HCC1937,0
Sapitinib,Dabrafenib,CW-2,0
5-Fluorouracil,Wee1 Inhibitor,MRK-nu-1,0
SCH772984,AZD7762,PANC-02-03,0
5-Fluorouracil,PD173074,HCC1937,0
Taselisib,Dabrafenib,EVSA-T,0
Luminespib,JQ1,OCUB-M,0
Taselisib,Luminespib,EFM-19,0
Taselisib,SB216763,SW837,0
LGK974,Irinotecan,HuP-T3,0
Trametinib,Oxaliplatin,COLO-678,0
Irinotecan,Navitoclax,BxPC-3,0
Taselisib,Afatinib,HCC1395,0
Docetaxel,GSK269962A,MDA-MB-330,0
Axitinib,Bortezomib,CAL-51,0
MK-2206,Afatinib,T47D,0
Axitinib,Paclitaxel,HCC70,0
Vinorelbine,MK-2206,MDST8,0
SB505124,Afatinib,SW48,0
Sapitinib,MK-2206,HCC1500,0
AZD7762,BI-2536,MDA-MB-157,0
Trametinib,Cisplatin,MRK-nu-1,0
Sapitinib,Uprosertib,MDA-MB-157,0
Dabrafenib,AZD7762,LS-411N,0
OSI-027,Dactolisib,PSN1,0
MK-2206,Trametinib,NCI-H716,0
OSI-027,Dactolisib,PANC-08-13,0
Axitinib,Gemcitabine,EFM-192A,0
Vorinostat,Bortezomib,BT-483,0
Taselisib,Entinostat,EFM-19,1
5-Fluorouracil,SB216763,SW948,0
5-Fluorouracil,Nilotinib,BT-483,0
Irinotecan,AZD7762,KP-4,1
SB505124,SB216763,COLO-205,0
Lapatinib,Taselisib,HCC1569,0
OSI-027,MK-1775,YAPC,0
Sapitinib,SB216763,HT-29,0
Cisplatin,AZD6482,HCC1937,0
Axitinib,Uprosertib,HCC1187,0
Taselisib,Bortezomib,HCC1187,0
SCH772984,OSI-027,PL4,0
Axitinib,Lapatinib,UACC-893,0
5-Fluorouracil,Linsitinib,LS-180,0
Pictilisib,Lapatinib,ZR-75-1,0
Sapitinib,Alisertib,BT-474,0
5-Fluorouracil,MK-2206,EVSA-T,0
Linsitinib,Entinostat,CAMA-1,0
Gemcitabine,Sapitinib,HCC2218,0
Trametinib,PF-4708671,HCC1500,0
Luminespib,Wee1 Inhibitor,MDA-MB-231,0
MK-1775,Afatinib,T47D,0
AZD7762,Entinostat,HCC1954,0
Pictilisib,OSI-027,EVSA-T,0
Ruxolitinib,Oxaliplatin,BxPC-3,0
MK-2206,Alisertib,CAL-51,0
Lapatinib,PF-4708671,BT-20,0
Dabrafenib,Oxaliplatin,MDST8,0
Dactolisib,Irinotecan,DAN-G,0
MK-2206,Sapitinib,BT-483,0
SB505124,LGK974,LS-411N,0
SB216763,Navitoclax,SNU-C2B,0
Linsitinib,Oxaliplatin,HuP-T4,0
Axitinib,KU-55933,HCC1143,0
Gemcitabine,Nilotinib,HCC1806,0
Vorinostat,AZD7762,EVSA-T,0
MK-2206,Paclitaxel,MDA-MB-157,0
Taselisib,Sapitinib,LS-513,0
Docetaxel,Navitoclax,MDA-MB-436,0
Linsitinib,OSI-027,HCC1806,0
Linsitinib,OSI-027,MCF7,0
Trametinib,Linsitinib,SW1116,0
SCH772984,Vinorelbine,SNU-C2B,0
LGK974,Vinorelbine,COLO-678,0
Luminespib,PF-4708671,MDA-MB-330,0
Oxaliplatin,SB505124,SW620,0
SCH772984,SB505124,DiFi,0
MK-1775,LGK974,CFPAC-1,0
5-Fluorouracil,Cisplatin,PANC-08-13,0
5-Fluorouracil,Entinostat,T47D,0
Lapatinib,Axitinib,HCC2157,0
Sapitinib,MK-2206,SNU-407,1
Oxaliplatin,5-Fluorouracil,YAPC,0
Cisplatin,GSK269962A,BT-474,0
LGK974,Lapatinib,KP-2,0
